OBJECTID,Class_Name,ALDI,ALFM,ALGS
1, ,0,113860,0
2,Unclassified to Unclassified,0,0,0
3,Unclassified to High Intensity Developed,0,0,0
4,Unclassified to Medium Intensity Developed,0,0,0
5,Unclassified to Low Intensity Developed,0,0,0
6,Unclassified to Developed Open Space,0,0,0
7,Unclassified to Cultivated,0,0,0
8,Unclassified to Pasture/Hay,0,0,0
9,Unclassified to Grassland,0,0,0
10,Unclassified to Deciduous Forest,0,0,0
11,Unclassified to Evergreen Forest,0,0,0
12,Unclassified to Mixed Forest,0,0,0
13,Unclassified to Scrub/Shrub,0,0,0
14,Unclassified to Palustrine Forested Wetland,0,0,0
15,Unclassified to Palustrine Scrub/Shrub Wetland,0,0,0
16,Unclassified to Palustrine Emergent Wetland,0,0,0
17,Unclassified to Estuarine Forested Wetland,0,0,0
18,Unclassified to Estuarine Scrub/Shrub Wetland,0,0,0
19,Unclassified to Estuarine Emergent Wetland,0,0,0
20,Unclassified to Unconsolidated Shore,0,0,0
21,Unclassified to Bare Land,0,0,0
22,Unclassified to Water,0,0,0
23,Unclassified to Palustrine Aquatic Bed,0,0,0
24,Unclassified to Estuarine Aquatic Bed,0,0,0
25,Unclassified to Tundra,0,0,0
26,Unclassified to Snow/Ice,0,0,0
27,High Intensity Developed to Unclassified,0,0,0
28,High Intensity Developed to High Intensity Developed,646,314,4275
29,High Intensity Developed to Medium Intensity Developed,0,0,0
30,High Intensity Developed to Low Intensity Developed,0,0,0
31,High Intensity Developed to Developed Open Space,0,0,0
32,High Intensity Developed to Cultivated,0,0,0
33,High Intensity Developed to Pasture/Hay,0,0,0
34,High Intensity Developed to Grassland,0,0,0
35,High Intensity Developed to Deciduous Forest,0,0,0
36,High Intensity Developed to Evergreen Forest,0,0,0
37,High Intensity Developed to Mixed Forest,0,0,0
38,High Intensity Developed to Scrub/Shrub,0,0,0
39,High Intensity Developed to Palustrine Forested Wetland,0,0,0
40,High Intensity Developed to Palustrine Scrub/Shrub Wetland,0,0,0
41,High Intensity Developed to Palustrine Emergent Wetland,0,0,0
42,High Intensity Developed to Estuarine Forested Wetland,0,0,0
43,High Intensity Developed to Estuarine Scrub/Shrub Wetland,0,0,0
44,High Intensity Developed to Estuarine Emergent Wetland,0,0,0
45,High Intensity Developed to Unconsolidated Shore,0,0,0
46,High Intensity Developed to Bare Land,0,0,0
47,High Intensity Developed to Water,0,0,0
48,High Intensity Developed to Palustrine Aquatic Bed,0,0,0
49,High Intensity Developed to Estuarine Aquatic Bed,0,0,0
50,High Intensity Developed to Tundra,0,0,0
51,High Intensity Developed to Snow/Ice,0,0,0
52,Medium Intensity Developed to Unclassified,0,0,0
53,Medium Intensity Developed to High Intensity Developed,0,0,5
54,Medium Intensity Developed to Medium Intensity Developed,2032,2512,7549
55,Medium Intensity Developed to Low Intensity Developed,0,0,0
56,Medium Intensity Developed to Developed Open Space,0,0,0
57,Medium Intensity Developed to Cultivated,0,0,3
58,Medium Intensity Developed to Pasture/Hay,0,0,0
59,Medium Intensity Developed to Grassland,0,0,2
60,Medium Intensity Developed to Deciduous Forest,0,0,0
61,Medium Intensity Developed to Evergreen Forest,0,0,0
62,Medium Intensity Developed to Mixed Forest,0,0,0
63,Medium Intensity Developed to Scrub/Shrub,0,0,0
64,Medium Intensity Developed to Palustrine Forested Wetland,0,0,0
65,Medium Intensity Developed to Palustrine Scrub/Shrub Wetland,0,0,0
66,Medium Intensity Developed to Palustrine Emergent Wetland,0,0,0
67,Medium Intensity Developed to Estuarine Forested Wetland,0,0,0
68,Medium Intensity Developed to Estuarine Scrub/Shrub Wetland,0,0,0
69,Medium Intensity Developed to Estuarine Emergent Wetland,0,0,0
70,Medium Intensity Developed to Unconsolidated Shore,0,0,0
71,Medium Intensity Developed to Bare Land,0,0,0
72,Medium Intensity Developed to Water,0,0,0
73,Medium Intensity Developed to Palustrine Aquatic Bed,0,0,0
74,Medium Intensity Developed to Estuarine Aquatic Bed,0,0,0
75,Medium Intensity Developed to Tundra,0,0,0
76,Medium Intensity Developed to Snow/Ice,0,0,0
77,Low Intensity Developed to Unclassified,0,0,0
78,Low Intensity Developed to High Intensity Developed,0,0,21
79,Low Intensity Developed to Medium Intensity Developed,0,0,22
80,Low Intensity Developed to Low Intensity Developed,7238,4458,32960
81,Low Intensity Developed to Developed Open Space,0,0,0
82,Low Intensity Developed to Cultivated,0,0,27
83,Low Intensity Developed to Pasture/Hay,0,0,0
84,Low Intensity Developed to Grassland,0,0,9
85,Low Intensity Developed to Deciduous Forest,0,0,0
86,Low Intensity Developed to Evergreen Forest,0,0,0
87,Low Intensity Developed to Mixed Forest,0,0,0
88,Low Intensity Developed to Scrub/Shrub,0,0,4
89,Low Intensity Developed to Palustrine Forested Wetland,0,0,0
90,Low Intensity Developed to Palustrine Scrub/Shrub Wetland,0,0,0
91,Low Intensity Developed to Palustrine Emergent Wetland,0,0,0
92,Low Intensity Developed to Estuarine Forested Wetland,0,0,0
93,Low Intensity Developed to Estuarine Scrub/Shrub Wetland,0,0,0
94,Low Intensity Developed to Estuarine Emergent Wetland,0,0,0
95,Low Intensity Developed to Unconsolidated Shore,0,0,0
96,Low Intensity Developed to Bare Land,0,0,0
97,Low Intensity Developed to Water,0,0,0
98,Low Intensity Developed to Palustrine Aquatic Bed,0,0,0
99,Low Intensity Developed to Estuarine Aquatic Bed,0,0,0
100,Low Intensity Developed to Tundra,0,0,0
101,Low Intensity Developed to Snow/Ice,0,0,0
102,Developed Open Space to Unclassified,0,0,0
103,Developed Open Space to High Intensity Developed,9,0,124
104,Developed Open Space to Medium Intensity Developed,24,0,320
105,Developed Open Space to Low Intensity Developed,0,0,37
106,Developed Open Space to Developed Open Space,1808,703,16611
107,Developed Open Space to Cultivated,0,0,4
108,Developed Open Space to Pasture/Hay,0,0,0
109,Developed Open Space to Grassland,0,0,1
110,Developed Open Space to Deciduous Forest,0,0,0
111,Developed Open Space to Evergreen Forest,0,0,0
112,Developed Open Space to Mixed Forest,0,0,0
113,Developed Open Space to Scrub/Shrub,0,0,0
114,Developed Open Space to Palustrine Forested Wetland,0,0,0
115,Developed Open Space to Palustrine Scrub/Shrub Wetland,0,0,0
116,Developed Open Space to Palustrine Emergent Wetland,0,0,0
117,Developed Open Space to Estuarine Forested Wetland,0,0,0
118,Developed Open Space to Estuarine Scrub/Shrub Wetland,0,0,0
119,Developed Open Space to Estuarine Emergent Wetland,0,0,0
120,Developed Open Space to Unconsolidated Shore,0,0,0
121,Developed Open Space to Bare Land,0,0,0
122,Developed Open Space to Water,0,0,0
123,Developed Open Space to Palustrine Aquatic Bed,0,0,0
124,Developed Open Space to Estuarine Aquatic Bed,0,0,0
125,Developed Open Space to Tundra,0,0,0
126,Developed Open Space to Snow/Ice,0,0,0
127,Cultivated to Unclassified,0,0,0
128,Cultivated to High Intensity Developed,0,0,62
129,Cultivated to Medium Intensity Developed,0,0,394
130,Cultivated to Low Intensity Developed,0,0,975
131,Cultivated to Developed Open Space,0,0,664
132,Cultivated to Cultivated,1161,0,64671
133,Cultivated to Pasture/Hay,0,0,0
134,Cultivated to Grassland,0,0,31
135,Cultivated to Deciduous Forest,0,0,0
136,Cultivated to Evergreen Forest,0,0,0
137,Cultivated to Mixed Forest,0,0,0
138,Cultivated to Scrub/Shrub,0,0,11
139,Cultivated to Palustrine Forested Wetland,0,0,0
140,Cultivated to Palustrine Scrub/Shrub Wetland,1,0,251
141,Cultivated to Palustrine Emergent Wetland,0,0,32
142,Cultivated to Estuarine Forested Wetland,0,0,0
143,Cultivated to Estuarine Scrub/Shrub Wetland,0,0,0
144,Cultivated to Estuarine Emergent Wetland,0,0,0
145,Cultivated to Unconsolidated Shore,0,0,0
146,Cultivated to Bare Land,0,0,0
147,Cultivated to Water,0,0,0
148,Cultivated to Palustrine Aquatic Bed,0,0,0
149,Cultivated to Estuarine Aquatic Bed,0,0,0
150,Cultivated to Tundra,0,0,0
151,Cultivated to Snow/Ice,0,0,0
152,Pasture/Hay to Unclassified,0,0,0
153,Pasture/Hay to High Intensity Developed,0,0,147
154,Pasture/Hay to Medium Intensity Developed,0,0,294
155,Pasture/Hay to Low Intensity Developed,0,0,557
156,Pasture/Hay to Developed Open Space,0,0,382
157,Pasture/Hay to Cultivated,18,0,391
158,Pasture/Hay to Pasture/Hay,1276,0,28088
159,Pasture/Hay to Grassland,85,0,2122
160,Pasture/Hay to Deciduous Forest,0,0,0
161,Pasture/Hay to Evergreen Forest,0,0,0
162,Pasture/Hay to Mixed Forest,0,0,0
163,Pasture/Hay to Scrub/Shrub,28,0,936
164,Pasture/Hay to Palustrine Forested Wetland,0,0,0
165,Pasture/Hay to Palustrine Scrub/Shrub Wetland,5,0,181
166,Pasture/Hay to Palustrine Emergent Wetland,0,0,7
167,Pasture/Hay to Estuarine Forested Wetland,0,0,0
168,Pasture/Hay to Estuarine Scrub/Shrub Wetland,0,0,0
169,Pasture/Hay to Estuarine Emergent Wetland,0,0,0
170,Pasture/Hay to Unconsolidated Shore,0,0,0
171,Pasture/Hay to Bare Land,0,0,132
172,Pasture/Hay to Water,1,0,21
173,Pasture/Hay to Palustrine Aquatic Bed,0,0,0
174,Pasture/Hay to Estuarine Aquatic Bed,0,0,0
175,Pasture/Hay to Tundra,0,0,0
176,Pasture/Hay to Snow/Ice,0,0,0
177,Grassland to Unclassified,0,0,0
178,Grassland to High Intensity Developed,1,3,160
179,Grassland to Medium Intensity Developed,1,1,351
180,Grassland to Low Intensity Developed,0,0,697
181,Grassland to Developed Open Space,0,0,378
182,Grassland to Cultivated,5,0,477
183,Grassland to Pasture/Hay,32,2,398
184,Grassland to Grassland,4553,561,16455
185,Grassland to Deciduous Forest,0,0,0
186,Grassland to Evergreen Forest,0,0,1
187,Grassland to Mixed Forest,0,0,4
188,Grassland to Scrub/Shrub,85,55,1581
189,Grassland to Palustrine Forested Wetland,0,38,55
190,Grassland to Palustrine Scrub/Shrub Wetland,11,60,41
191,Grassland to Palustrine Emergent Wetland,4,8,12
192,Grassland to Estuarine Forested Wetland,0,0,0
193,Grassland to Estuarine Scrub/Shrub Wetland,0,0,0
194,Grassland to Estuarine Emergent Wetland,0,0,0
195,Grassland to Unconsolidated Shore,0,0,0
196,Grassland to Bare Land,240,91,94
197,Grassland to Water,0,0,0
198,Grassland to Palustrine Aquatic Bed,0,0,0
199,Grassland to Estuarine Aquatic Bed,0,0,0
200,Grassland to Tundra,0,0,0
201,Grassland to Snow/Ice,0,0,0
202,Deciduous Forest to Unclassified,0,0,0
203,Deciduous Forest to High Intensity Developed,0,0,5
204,Deciduous Forest to Medium Intensity Developed,0,0,20
205,Deciduous Forest to Low Intensity Developed,0,0,36
206,Deciduous Forest to Developed Open Space,0,0,2
207,Deciduous Forest to Cultivated,0,0,0
208,Deciduous Forest to Pasture/Hay,0,0,0
209,Deciduous Forest to Grassland,0,13,27
210,Deciduous Forest to Deciduous Forest,10,79,426
211,Deciduous Forest to Evergreen Forest,0,0,0
212,Deciduous Forest to Mixed Forest,0,0,0
213,Deciduous Forest to Scrub/Shrub,0,16,67
214,Deciduous Forest to Palustrine Forested Wetland,0,4,2
215,Deciduous Forest to Palustrine Scrub/Shrub Wetland,0,0,0
216,Deciduous Forest to Palustrine Emergent Wetland,0,0,0
217,Deciduous Forest to Estuarine Forested Wetland,0,0,0
218,Deciduous Forest to Estuarine Scrub/Shrub Wetland,0,0,0
219,Deciduous Forest to Estuarine Emergent Wetland,0,0,0
220,Deciduous Forest to Unconsolidated Shore,0,0,0
221,Deciduous Forest to Bare Land,0,1,0
222,Deciduous Forest to Water,0,0,0
223,Deciduous Forest to Palustrine Aquatic Bed,0,0,0
224,Deciduous Forest to Estuarine Aquatic Bed,0,0,0
225,Deciduous Forest to Tundra,0,0,0
226,Deciduous Forest to Snow/Ice,0,0,0
227,Evergreen Forest to Unclassified,0,0,0
228,Evergreen Forest to High Intensity Developed,0,11,146
229,Evergreen Forest to Medium Intensity Developed,0,19,621
230,Evergreen Forest to Low Intensity Developed,0,8,1384
231,Evergreen Forest to Developed Open Space,0,0,254
232,Evergreen Forest to Cultivated,0,0,402
233,Evergreen Forest to Pasture/Hay,12,6,126
234,Evergreen Forest to Grassland,122,97,3428
235,Evergreen Forest to Deciduous Forest,0,0,5
236,Evergreen Forest to Evergreen Forest,25996,3048,49718
237,Evergreen Forest to Mixed Forest,0,0,1
238,Evergreen Forest to Scrub/Shrub,404,410,13546
239,Evergreen Forest to Palustrine Forested Wetland,0,1016,2982
240,Evergreen Forest to Palustrine Scrub/Shrub Wetland,6,155,67
241,Evergreen Forest to Palustrine Emergent Wetland,5,18,24
242,Evergreen Forest to Estuarine Forested Wetland,0,0,0
243,Evergreen Forest to Estuarine Scrub/Shrub Wetland,0,0,0
244,Evergreen Forest to Estuarine Emergent Wetland,2,0,0
245,Evergreen Forest to Unconsolidated Shore,0,0,0
246,Evergreen Forest to Bare Land,11,17,84
247,Evergreen Forest to Water,0,0,0
248,Evergreen Forest to Palustrine Aquatic Bed,0,0,0
249,Evergreen Forest to Estuarine Aquatic Bed,0,0,0
250,Evergreen Forest to Tundra,0,0,0
251,Evergreen Forest to Snow/Ice,0,0,0
252,Mixed Forest to Unclassified,0,0,0
253,Mixed Forest to High Intensity Developed,0,0,0
254,Mixed Forest to Medium Intensity Developed,0,0,2
255,Mixed Forest to Low Intensity Developed,0,0,2
256,Mixed Forest to Developed Open Space,0,0,0
257,Mixed Forest to Cultivated,0,0,0
258,Mixed Forest to Pasture/Hay,0,4,9
259,Mixed Forest to Grassland,0,0,2
260,Mixed Forest to Deciduous Forest,0,0,0
261,Mixed Forest to Evergreen Forest,0,0,0
262,Mixed Forest to Mixed Forest,47,3,479
263,Mixed Forest to Scrub/Shrub,0,0,30
264,Mixed Forest to Palustrine Forested Wetland,0,0,1
265,Mixed Forest to Palustrine Scrub/Shrub Wetland,0,0,2
266,Mixed Forest to Palustrine Emergent Wetland,0,0,0
267,Mixed Forest to Estuarine Forested Wetland,0,0,0
268,Mixed Forest to Estuarine Scrub/Shrub Wetland,0,0,0
269,Mixed Forest to Estuarine Emergent Wetland,0,0,0
270,Mixed Forest to Unconsolidated Shore,0,0,0
271,Mixed Forest to Bare Land,0,1,2
272,Mixed Forest to Water,0,0,0
273,Mixed Forest to Palustrine Aquatic Bed,0,0,0
274,Mixed Forest to Estuarine Aquatic Bed,0,0,0
275,Mixed Forest to Tundra,0,0,0
276,Mixed Forest to Snow/Ice,0,0,0
277,Scrub/Shrub to Unclassified,0,0,0
278,Scrub/Shrub to High Intensity Developed,0,10,68
279,Scrub/Shrub to Medium Intensity Developed,0,21,285
280,Scrub/Shrub to Low Intensity Developed,0,3,338
281,Scrub/Shrub to Developed Open Space,0,0,161
282,Scrub/Shrub to Cultivated,1,1,91
283,Scrub/Shrub to Pasture/Hay,11,20,158
284,Scrub/Shrub to Grassland,81,160,981
285,Scrub/Shrub to Deciduous Forest,0,0,1
286,Scrub/Shrub to Evergreen Forest,2,1,67
287,Scrub/Shrub to Mixed Forest,1,0,0
288,Scrub/Shrub to Scrub/Shrub,4931,2186,10478
289,Scrub/Shrub to Palustrine Forested Wetland,0,288,289
290,Scrub/Shrub to Palustrine Scrub/Shrub Wetland,2,49,14
291,Scrub/Shrub to Palustrine Emergent Wetland,0,15,2
292,Scrub/Shrub to Estuarine Forested Wetland,0,0,0
293,Scrub/Shrub to Estuarine Scrub/Shrub Wetland,0,0,0
294,Scrub/Shrub to Estuarine Emergent Wetland,1,0,0
295,Scrub/Shrub to Unconsolidated Shore,0,0,0
296,Scrub/Shrub to Bare Land,42,125,52
297,Scrub/Shrub to Water,0,0,0
298,Scrub/Shrub to Palustrine Aquatic Bed,0,0,0
299,Scrub/Shrub to Estuarine Aquatic Bed,0,0,0
300,Scrub/Shrub to Tundra,0,0,0
301,Scrub/Shrub to Snow/Ice,0,0,0
302,Palustrine Forested Wetland to Unclassified,0,0,0
303,Palustrine Forested Wetland to High Intensity Developed,0,10,25
304,Palustrine Forested Wetland to Medium Intensity Developed,0,11,191
